ID,city,district,location,organizer,serial_number,course_name,category,teacher,start_date,end_date,classtime,classroom,charge,intro,figure,signup,relate_website
kh_lc韻律有氧(A)2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022201,韻律有氧(A),樂器音樂,蘇美齡,2016-04-18,2016-06-23,每周一四 晚上0630~0800,獅甲會館409教室,優惠身份: 1300元     一般民眾: 1400元,"現場親自教學，並利用身邊隨時可用的器材（如毛巾、瑜珈軟墊）等，讓學員們更快的達到運動效果。",,http://college.kcg.gov.tw/class_info.asp?C_name=%c3%fd%ab%df%a6%b3%ae%f1(A),http://college.kcg.gov.tw/class_file/1/2492/1-22-蘇美齡－韻律有氧A-201.doc
kh_lc塑身瑜珈A班2016-04-24,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022202,塑身瑜珈A班,運動健身,陳仙玲,2016-04-24,2016-06-26,每周日 早上0900~1100,獅甲會館B02教室,優惠身份: 1000元     一般民眾: 1100元,"從呼吸法和瑜伽基本八個方向伸展的基礎課程開始上起，逐漸提升層次，進入體位法、肌力和柔軟度的訓練。最後，藉由語音冥想，獲得全身性的放鬆，達到身心靈的平衡。備註:請穿著瑜伽服上課。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b6%ec%a8%ad%b7%ec%cf%c9A%afZ,http://college.kcg.gov.tw/class_file/1/2493/4-22-陳仙玲-塑身瑜珈A班-202.doc
kh_lc韻律有氧(B)2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022203,韻律有氧(B),樂器音樂,蘇美齡,2016-04-18,2016-06-23,每周一四 晚上0800~0930,獅甲會館409教室,優惠身份: 1300元     一般民眾: 1400元,"現場親自教學，並利用身邊隋時可用的器材（如毛巾、瑜珈軟墊）等，讓學員們更快的達到運動效果。",,http://college.kcg.gov.tw/class_info.asp?C_name=%c3%fd%ab%df%a6%b3%ae%f1(B),http://college.kcg.gov.tw/class_file/1/2498/2-22-蘇美齡－韻律有氧B-203.doc
kh_lc體適能瑜珈(初級)2016-04-23,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022204,體適能瑜珈(初級),運動健身,陳芬足,2016-04-23,2016-06-25,每周六 下午0200~0400,獅甲會館409教室,優惠身份: 1000元     一般民眾: 1100元,"從呼吸法和瑜伽基本八個方向伸展的基礎課程開始上起，逐漸提升層次，進入體位法、肌力和柔軟度的訓練。最後，藉由語音冥想，獲得全身性的放鬆，達到身心靈的平衡。備註:請穿著瑜伽服上課。",,http://college.kcg.gov.tw/class_info.asp?C_name=%c5%e9%beA%af%e0%b7%ec%cf%c9(%aa%ec%af%c5),http://college.kcg.gov.tw/class_file/1/2500/5-22-陳芬足-體適能瑜珈(初級)-204.doc
kh_lc氣功禪修健康養生班2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022205,氣功禪修健康養生班,宗教信仰,林秀葉,2016-04-18,2016-06-22,每周一三 晚上0730~0900,獅甲會館B02教室,優惠身份: 1300元     一般民眾: 1400元,"透過教練指導醫學氣功禪：動功、靜功，讓身強體健祛病養身，心靈解脫紓解壓力，真正能使您達到身心靈和諧的最佳功夫。生病看醫生、健康靠自己，呵護身體、善待自己、從現在開始，用一點心、撥一點時間，大家一起來練功、享受健康快樂的人生。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ae%f0%a5\\%c1I%ad%d7%b0%b7%b1d%bei%a5%cd%afZ,http://college.kcg.gov.tw/class_file/1/2501/321.doc
kh_lc體適能瑜珈初級(B)2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022206,體適能瑜珈初級(B),運動健身,陳芬足,2016-04-20,2016-06-22,每周三 晚上0630~0830,獅甲會館409教室,優惠身份: 1000元     一般民眾: 1100元,"從呼吸法和瑜伽基本八個方向伸展的基礎課程開始上起，逐漸提升層次，進入體位法、肌力和柔軟度的訓練。最後，藉由語音冥想，獲得全身性的放鬆，達到身心靈的平衡。備註:請穿著瑜伽服上課。",,http://college.kcg.gov.tw/class_info.asp?C_name=%c5%e9%beA%af%e0%b7%ec%cf%c9%aa%ec%af%c5(B),http://college.kcg.gov.tw/class_file/1/2502/7-22-陳芬足-體適能瑜珈(B)-206.doc
kh_lc體適能瑜珈初級(A)2016-04-23,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022207,體適能瑜珈初級(A),運動健身,陳芬足,2016-04-23,2016-06-25,每周六 早上0940~1140,獅甲會館409教室,優惠身份: 1000元     一般民眾: 1100元,"從呼吸法和瑜伽基本八個方向伸展的基礎課程開始上起，逐漸提升層次，進入體位法、肌力和柔軟度的訓練。最後，藉由語音冥想，獲得全身性的放鬆，達到身心靈的平衡。備註:請穿著瑜伽服上課。",,http://college.kcg.gov.tw/class_info.asp?C_name=%c5%e9%beA%af%e0%b7%ec%cf%c9%aa%ec%af%c5(A),http://college.kcg.gov.tw/class_file/1/2504/5-22-陳芬足-體適能瑜珈(初級)-204.doc
kh_lc初級瑜珈(A)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022209,初級瑜珈(A),運動健身,蘇上潔,2016-04-19,2016-06-24,每周二五 下午0230~0400,獅甲會館B02教室,優惠身份: 1300元     一般民眾: 1400元,"抱持熱忱.親切.認真的態度.傳授身心靈與大小宇宙的連結.1.抱持著輕鬆瑜珈.健康增加.2.結合身心靈瑜珈.放鬆全身關節.經絡的體位法因為身體因素(腸胃.經絡.關節)整個血液的循環不理想.所以才接觸瑜珈.接觸之後發現得到的好處並不只是練習瑜珈的體位法.而是讓我得到更多心靈的層面.包括心靈的放鬆.身體經絡的放鬆等等.",,http://college.kcg.gov.tw/class_info.asp?C_name=%aa%ec%af%c5%b7%ec%cf%c9(A),http://college.kcg.gov.tw/class_file/1/2588/8-22-蘇上潔-初級瑜伽(A)-209.doc
kh_lc瑜珈初級(B)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022210,瑜珈初級(B),運動健身,陳仙玲,2016-04-19,2016-06-24,每周二五 晚上0630~0800,獅甲會館409教室,優惠身份: 1300元     一般民眾: 1400元,"忙碌的現代人因緊張、壓迫，使身體長期累積的僵化或偏歪，倒至不容易如何放鬆自我，進而演變摧毀自己。可增強身體免疫功能、柔軟筋骨、促進血液循還、排除體內的毒氣及廢物、按摩身體各器管、強化自律神經、促進內分泌平衡、提升睡眠品質、保持青春美麗、容光煥發。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b7%ec%cf%c9%aa%ec%af%c5(B),http://college.kcg.gov.tw/class_file/1/2587/9-22-陳仙玲蔡錦鳳-瑜伽初級(B)-210.doc
kh_lc瑜珈初級(C)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022211,瑜珈初級(C),運動健身,蔡錦鳳,2016-04-19,2016-06-24,每周二五 晚上0805~0930,獅甲會館409教室,優惠身份: 1300元     一般民眾: 1400元,"忙碌的現代人因緊張、壓迫，使身體長期累積的僵化或偏歪，倒至不容易如何放鬆自我，進而演變摧毀自己。可增強身體免疫功能、柔軟筋骨、促進血液循還、排除體內的毒氣及廢物、按摩身體各器管、強化自律神經、促進內分泌平衡、提升睡眠品質、保持青春美麗、容光煥發。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b7%ec%cf%c9%aa%ec%af%c5(C),http://college.kcg.gov.tw/class_file/1/2586/10-22-陳仙玲蔡錦鳳-瑜伽初級(C)-211.doc
kh_lc太極拳基礎班(A)2016-04-22,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022212,太極拳基礎班(A),運動健身,劉勇男,2016-04-22,2016-06-24,每周五 晚上0720~0920,獅甲會館B01教室,優惠身份: 1100元     一般民眾: 1200元,"太極拳13式(全民運動會版)，教學採分段拆招講解、示範、調整、指導",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%d3%b7%a5%ae%b1%b0%f2%c2%a6%afZ(A),http://college.kcg.gov.tw/class_file/1/2583/13-22-劉勇男-太極拳基礎(A)-212.doc
kh_lc流動瑜珈2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022213,流動瑜珈,運動健身,林宥妤,2016-04-18,2016-06-23,每周一四 早上0930~1100,獅甲會館409教室,優惠身份: 1300元     一般民眾: 1400元,"呼吸來帶領身體，進入串連瑜珈練習 在動作與動作變化之間，讓身心如同氣息吸吐自然流動 同時可以訓練柔軟度，對於強化肌力，保持青春體態 ，甚至心肺的提升。",,http://college.kcg.gov.tw/class_info.asp?C_name=%acy%b0%ca%b7%ec%cf%c9,http://college.kcg.gov.tw/class_file/1/2585/11-22-林宥妤-流動瑜珈-213.doc
kh_lc太極拳基礎班(B)2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022214,太極拳基礎班(B),運動健身,劉勇男,2016-04-20,2016-06-22,每周三 晚上0720~0920,獅甲會館B01教室,優惠身份: 1100元     一般民眾: 1200元,"楊式太極拳64式(全民運動會版)，教學採分段拆招講解、示範、調整、指導",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%d3%b7%a5%ae%b1%b0%f2%c2%a6%afZ(B),http://college.kcg.gov.tw/class_file/1/2582/14-22-劉勇男-太極拳基礎(B)-214.doc
kh_lc順位瑜珈(初級)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022215,順位瑜珈(初級),運動健身,陳芬足,2016-04-19,2016-06-24,每周二五 早上0930~1100,獅甲會館409教室,優惠身份: 1300元     一般民眾: 1400元,"順位瑜伽(Aunsara yoga)Aunsara梵文的原意：與上天共舞或是順從內心，也就是天地之間的大宇宙與人體的小宇宙互相融合，是一門更科學更符合人體骨骼肌肉與關節的互相協調之瑜伽練習，其中包含心靈修養哲學，以達到身體心靈的合一。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b6%b6%a6%ec%b7%ec%cf%c9(%aa%ec%af%c5),http://college.kcg.gov.tw/class_file/1/2584/12-22-陳芬足-順位瑜珈-215.doc
kh_lc舒活養生導引2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022216,舒活養生導引,健康養生,李文介,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館4樓中堂,優惠身份: 1100元     一般民眾: 1200元,"導引是春秋戰國民間普遍流行的治療養生術，經歷兩千多年的演變，去蕪存精，氣機導引是以傳統導引術、瑜珈、氣功、太極為基礎，再融入現代醫學解剖學及體適能的理論，結合運動,做出不易受傷,而有益身體復健之運動。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b5%ce%ac%a1%bei%a5%cd%be%c9%a4%de,http://college.kcg.gov.tw/class_file/1/2581/15-22期-李文介-舒活養生導引-216.docx
kh_lc正位瑜珈2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022217,正位瑜珈,運動健身,林宥妤,2016-04-19,2016-06-24,每周二五 下午0200~0330,獅甲會館409教室,優惠身份: 1300元     一般民眾: 1400元,"瑜珈體位法是一種令人身體舒適，心靈鎮定的姿勢，練習會使腺體、神經、組織、肌肉、和身體的各部份都作用到再配合適當的呼吸於觀想，將身體置於平和，安靜及舒適姿勢上。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a5%bf%a6%ec%b7%ec%cf%c9,http://college.kcg.gov.tw/class_file/1/2580/16-22-林宥妤-正位瑜珈-217.doc
kh_lc基礎瑜珈2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022219,基礎瑜珈,運動健身,簡善琳,2016-04-18,2016-06-20,每周一四 下午0230~0400,獅甲會館409教室,優惠身份: 1300元     一般民眾: 1400元,"養生瑜伽,配合輪棒講解經絡,利用瑜珈帶拉伸增進柔軟度,墊上核心的訓練增進肌耐力及雕塑腰、臀纖維體態",,http://college.kcg.gov.tw/class_info.asp?C_name=%b0%f2%c2%a6%b7%ec%cf%c9,http://college.kcg.gov.tw/class_file/1/2579/17-22-簡善琳-基礎瑜伽-219.doc
kh_lc經絡調理鬆筋班2016-04-21,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022220,經絡調理鬆筋班,健康養生,張王玉玲,2016-04-21,2016-06-23,每周四 晚上0630~0930,獅甲會館B02教室,優惠身份: 1700元     一般民眾: 1800元,"培養經絡調理鬆筋技能老祖宗「放筋路」養生保健智慧融入美容SPA。經絡調理鬆筋手法無論創業或就業，養生或自我保健讓牛角棒來陪你闖天下。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b8g%b5%b8%bd%d5%b2z%c3P%b5%ac%afZ,http://college.kcg.gov.tw/class_file/1/2606/18-22期-張王玉鈴(王苓安) 、廖秀珠、高文勤-經絡調理鬆筋班-220.doc
kh_lc塑身正脊瑜珈2016-04-22,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022221,塑身正脊瑜珈,運動健身,陳芬足,2016-04-22,2016-06-24,每周五 晚上0700~0900,獅甲會館B04教室,優惠身份: 1000元     一般民眾: 1100元,"本課程透過簡易瑜伽動作的練習、肢體動作的伸展，循序漸進的矯正姿勢與達到脊椎保健的成效。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b6%ec%a8%ad%a5%bf%af%e1%b7%ec%cf%c9,http://college.kcg.gov.tw/class_file/1/2609/塑身正脊瑜伽班.doc
kh_lc養生瑜珈(B)2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022222,養生瑜珈(B),健康養生,陳仙玲,2016-04-18,2016-06-23,每周一四 晚上0630~800,獅甲會館B04教室,優惠身份: 1300元     一般民眾: 1400元,"練習瑜伽是為身體做耕耘的準備，回歸自我，追求內在的寧靜，自然能了解身  體每一部份的存在以及作用，使自己更加懂得如何照顧自己、愛護自己，進而  關心週遭的事物。",,http://college.kcg.gov.tw/class_info.asp?C_name=%bei%a5%cd%b7%ec%cf%c9(B),http://college.kcg.gov.tw/class_file/1/2593/20-22期-蔡錦鳳、陳仙玲-養生瑜伽(B)-222.docx
kh_lc養生瑜珈(C)2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022223,養生瑜珈(C),健康養生,蔡錦鳳,2016-04-18,2016-06-23,每周一四 晚上0805~0930,獅甲會館B04教室,優惠身份: 1300元     一般民眾: 1400元,"忙碌的現代人因緊張、壓迫，使身體長期累積的僵化或偏歪，倒至不容易如何放鬆自我，進而演變摧毀自己。可增強身體免疫功能、柔軟筋骨、促進血液循還、排除體內的毒氣及廢物、按摩身體各器管、強化自律神經、促進內分泌平衡、提升睡眠品質、保持青春美麗、容光煥發。",,http://college.kcg.gov.tw/class_info.asp?C_name=%bei%a5%cd%b7%ec%cf%c9(C),http://college.kcg.gov.tw/class_file/1/2594/21-22期-蔡錦鳳、陳仙玲-養生瑜伽(C)-223.docx
kh_lc多元瑜珈2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022224,多元瑜珈,運動健身,簡善琳,2016-04-19,2016-06-24,每周二五 早上0930~1100,獅甲會館B04教室,優惠身份: 1300元     一般民眾: 1400元,"即便是新生也能幫助學生,使之不害怕進而接受瑜珈並享受瑜珈帶來的好處，傳統瑜珈之體位法並結合復健醫學之概念,搭配養生輔助工具,解說經絡,提升柔軟度,強化肌耐力,達到瘦身增近健康之目的.",,http://college.kcg.gov.tw/class_info.asp?C_name=%a6h%a4%b8%b7%ec%cf%c9,http://college.kcg.gov.tw/class_file/1/2597/22-22期-簡善琳-多元瑜伽-224.doc
kh_lc初級瑜珈B班2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022225,初級瑜珈B班,運動健身,蘇上潔,2016-04-18,2016-06-23,每周一四 早上1000~1130,獅甲會館B04教室,優惠身份: 1300元     一般民眾: 1400元,"教導:讓學生了解瑜珈真理.呼吸法及心靈的放鬆.傳授:瑜珈基本功法及瑜伽的體位法.由初級……再慢慢的進階",,http://college.kcg.gov.tw/class_info.asp?C_name=%aa%ec%af%c5%b7%ec%cf%c9B%afZ,http://college.kcg.gov.tw/class_file/1/2591/23-22期-蘇上潔-初級瑜伽(B)-225.doc
kh_lc活力有氧2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022226,活力有氧,運動健身,蘇美齡,2016-04-19,2016-06-22,每周二三 晚上0700~0830,獅甲會館B04教室,優惠身份: 1300元     一般民眾: 1400元,"瘦身大作戰－帶著一顆愉快、放鬆的心情，讓妳在性感的熱舞中，強力雕塑身體的每一吋肌肉。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ac%a1%a4O%a6%b3%ae%f1,http://college.kcg.gov.tw/class_file/1/2599/24-22期-蘇美齡-活力有氧-226.doc
kh_lc塑身瑜珈班2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022275,塑身瑜珈班,運動健身,陳芬足,2016-04-19,2016-06-21,每周二 晚上0700~0900,訓就中心B1韻律教室,優惠身份: 1000元     一般民眾: 1100元,"在現代繁忙的生活中，運動成了一種奢侈。而缺乏運動伴隨而來的困擾、麻煩甚至疾病，是造成現代人生活品質不佳的主因。此課程不僅可以達到　在現代繁忙的生活中，運動成了一種奢侈。而缺乏運動伴隨而來的困擾、麻煩甚至疾病，是造成現代人生活品質不佳的主因。此課程不僅可以達到雕塑身材、促進新陳代謝加速和增加免疫力，更",,http://college.kcg.gov.tw/class_info.asp?C_name=%b6%ec%a8%ad%b7%ec%cf%c9%afZ,http://college.kcg.gov.tw/class_file/1/2509/133-22-陳芬足-塑身瑜珈(澄)-275.docx
kh_lc哈達瑜珈2016-04-21,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022277,哈達瑜珈,運動健身,陳玫瑛,2016-04-21,2016-06-23,每周四 晚上0700~0900,訓就中心B1韻律教室,優惠身份: 1000元     一般民眾: 1100元,"瑜珈是身心靈的整合，是預防醫學，也是調整體態的運動。藉由伸展、調息、放鬆，達到身體健康、體態合宜、內心寧靜、怡然喜悅之路。課程以肢體伸展為主，靜心調息為輔，由淺入深、內修外練，以強化免疫系統、改善失眠症狀、紓解身體酸痛、預防身體機能提早老化。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ab%a2%b9F%b7%ec%cf%c9,http://college.kcg.gov.tw/class_file/1/2510/132-22-陳玫英-哈達瑜珈(澄)-277.doc
kh_lc成人芭蕾2016-04-24,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022302,成人芭蕾,運動健身,吳文文,2016-04-24,2016-06-26,每周日 下午0330~0530,獅甲會館B02教室,優惠身份: 1100元     一般民眾: 1200元,"俄羅斯學派的古典芭蕾教學概念的芭蕾舞初階練習；基本概念與舞姿，雙腳位置、手臂的位置，以及頭的用法。培養最基礎的協調動作習慣。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a6%a8%a4H%aa%dd%c1%a2,http://college.kcg.gov.tw/class_file/1/2578/25-22-吳文文-成人芭蕾-302.doc
kh_lc中東肚皮舞(A)-中階班2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022304,中東肚皮舞(A)-中階班,運動健身,李文萍,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館B02教室,優惠身份: 1100元     一般民眾: 1200元,"1藉由肚皮舞非常重視身體各核心肌 群協合運作的特色，協助學生雕塑身形。2.引導學生在優美的異國舞蹈洗禮下，重新認識、愛惜自己的身體，從而更肯定自我價值、重拾自信。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%a4%aaF%a8{%a5%d6%bbR(A)-%a4%a4%b6%a5%afZ,http://college.kcg.gov.tw/class_file/1/2577/26-22-李文萍-中東肚皮舞(A)中階班-304.doc
kh_lc排舞與單人舞2016-04-21,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022305,排舞與單人舞,運動健身,蔡碧娥,2016-04-21,2016-06-23,每周四 下午0230~0430,獅甲會館B02教室,優惠身份: 1100元     一般民眾: 1200元,"課程內容有恰恰、吉魯巴、華爾滋、探戈、運動舞、娛樂舞、流行舞、民俗舞等，皆由一人獨自可跳的舞步，不用擔心舞伴的問題，且舞曲好聽，舞步易學，學了之後讓人有成就感。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b1%c6%bbR%bbP%b3%e6%a4H%bbR,http://college.kcg.gov.tw/class_file/1/2576/27-22-蔡碧娥-排舞與單人舞-305.doc
kh_lc國標舞初級班2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022306,國標舞初級班,運動健身,溫文邦,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館B01教室,優惠身份: 1100元     一般民眾: 1200元,"初級班以淺顯較易學的舞步為主,包含著拉丁舞及摩登舞,包含恰恰.吉魯巴.華爾滋.探戈.",,http://college.kcg.gov.tw/class_info.asp?C_name=%b0%ea%bc%d0%bbR%aa%ec%af%c5%afZ,http://college.kcg.gov.tw/class_file/1/2575/28-22-溫文邦-國標舞初級-306.doc
kh_lc西班牙佛拉明哥2016-04-23,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022307,西班牙佛拉明哥,宗教信仰,劉淑華,2016-04-23,2016-06-25,每周六 早上0900~1100,獅甲會館B02教室,優惠身份: 1100元     一般民眾: 1200元,"西班牙佛拉明哥舞蹈(Flamenco)的初階練習；基本概念，節拍與舞姿，雙腳位置、手臂的位置，以及踩腳的方法。培養基礎的協調動作習慣，學習佛拉明哥舞蹈藝術與文化。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a6%e8%afZ%a4%fa%a6%f2%a9%d4%a9%fa%ad%f4,http://college.kcg.gov.tw/class_file/1/2572/31-22-劉淑華-西班牙佛拉明哥-307.doc
kh_lc國標舞中級班2016-04-21,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022308,國標舞中級班,運動健身,溫文邦,2016-04-21,2016-06-23,每周四 晚上0700~0900,獅甲會館B01教室,優惠身份: 1100元     一般民眾: 1200元,"01.基本舞步的教授學習和流行舞步的教學再提昇至國際標準之競技舞蹈,國際上稱之為 國際標準舞或體育運動舞蹈,內容以標準舞之競技舞動作為主要 .02.舞科:恰恰恰  倫巴  探戈  華爾滋",,http://college.kcg.gov.tw/class_info.asp?C_name=%b0%ea%bc%d0%bbR%a4%a4%af%c5%afZ,http://college.kcg.gov.tw/class_file/1/2574/29-22-溫文邦-國標舞中級-308.doc
kh_lc中東肚皮舞(B)-初級班2016-04-22,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022310,中東肚皮舞(B)-初級班,運動健身,李文萍,2016-04-22,2016-06-24,每周五 晚上0700~0900,獅甲會館B02教室,優惠身份: 1100元     一般民眾: 1200元,"1.藉由肚皮舞非常重視身體各核心肌 群協合運作的特色，協助學生雕塑身形。2.引導學生在優美的異國舞蹈洗禮下，重新認識、愛惜自己的身體，從而更肯定自我價值、重拾自信。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%a4%aaF%a8{%a5%d6%bbR(B)-%aa%ec%af%c5%afZ,http://college.kcg.gov.tw/class_file/1/2573/30-22-李文萍-中東肚皮舞(B)初級班-310.doc
kh_lc英式國標舞-摩登舞─技術花步班2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022370,英式國標舞-摩登舞─技術花步班,運動健身,蔣憬輝,2016-04-20,2016-06-22,每周三 晚上0700~0900,訓就中心B1韻律教室,優惠身份: 1100元     一般民眾: 1200元,"跳出高級舞者的動力與速度。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ad^%a6%a1%b0%ea%bc%d0%bbR-%bc%af%b5n%bbR%a2w%a7%de%b3N%aa%e1%a8B%afZ,http://college.kcg.gov.tw/class_file/1/2508/135-22-蔣憬輝-英式國際標準舞-摩登舞-技術花步班(澄)-370.doc
kh_lc國標舞基礎班2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022371,國標舞基礎班,運動健身,吳宜篟,2016-04-20,2016-06-22,每周三 下午0200~0400,訓就中心B1韻律教室,優惠身份: 1100元     一般民眾: 1200元,"國際標準舞蹈：(一)摩登舞－華爾滋，探戈，快三步等注重正式、高雅的風格(二)拉丁舞－恰恰，倫巴，捷舞，其他流行舞，吉魯巴，Salea　　　　等較輕鬆、俏皮的風格舞蹈",,http://college.kcg.gov.tw/class_info.asp?C_name=%b0%ea%bc%d0%bbR%b0%f2%c2%a6%afZ,http://college.kcg.gov.tw/class_file/1/2614/134-22-吳宜倩-國標舞基礎班(澄)-371.docx
kh_lc英語會話班(初級)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022401,英語會話班(初級),語言學習,黃雪娥,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館539教室,優惠身份: 1000元     一般民眾: 1100元,"從生活大小事中學英語，生活圖解，英語也可以這樣簡單學。 看漫畫學會話1. 九格漫畫描述情境。2. 實用會話現學現用。 單字用語一起學1. 重點單字整合學習。2. 相關用語全部補齊。 Step by Step高效率1. 步驟圖解清楚明瞭。2. 二-三堂聽說讀寫。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ad^%bby%b7|%b8%dc%afZ(%aa%ec%af%c5),http://college.kcg.gov.tw/class_file/1/2571/32-22-黃雪娥-英語會話(初級)-401.doc
kh_lc英語會話班(中級)2016-04-21,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022403,英語會話班(中級),語言學習,黃雪娥,2016-04-21,2016-06-23,每周四 晚上0700~0900,獅甲會館539教室,優惠身份: 1000元     一般民眾: 1100元,"《焦點英語閱讀》系列依程度深淺分為三冊，每冊共100篇精采引人的閱讀文章，文章內容囊括各類主題與體裁，範圍涵蓋「旅遊、動物、人物、藝術與文學、商業、娛樂、科技、文化、健康」等多元內容，選題掌握時代脈動，帶領讀者走在知識尖端，讓讀者在學習英文的同時，也能以英語涉獵各領域的知識。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ad^%bby%b7|%b8%dc%afZ(%a4%a4%af%c5),http://college.kcg.gov.tw/class_file/1/2570/33-22-黃雪娥-英語會話(中級)-403.doc
kh_lc大家的日本語進階I(L34~L35)2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022404,大家的日本語進階I(L34~L35),語言學習,姜君芳,2016-04-20,2016-06-22,每周三 晚上0700~0900,獅甲會館539教室,優惠身份: 1000元     一般民眾: 1100元,"1.以聽、說為主的教學方式2.練習課本第三部份的對話3.模擬情境兩兩對話4.大對話(課文)的角色扮演對話練習備註:1) 請「勿」報名：「零基礎」者、50音及動詞不會者2) 需學習過：學完「大家的日語本-初級1」學過「大家的日語本-初級2」第14-15課的程度。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4j%aea%aa%ba%a4%e9%a5%bb%bby%b6i%b6%a5I(L34~L35),http://college.kcg.gov.tw/class_file/1/2568/35-22期-姜君芳-L34-35大家的日本語-進階I-404.doc
kh_lc大家的日本語中級I2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022406,大家的日本語中級I,語言學習,姜君芳,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館303教室,優惠身份: 1000元     一般民眾: 1100元,"1.以聽、說為主的教學方式2.練習課本第三部份的對話3.模擬情境兩兩對話4.大對話(課文)的角色扮演對話練習備註:1) 需學完「大家的日本語」初級ⅠⅡ，及進階Ⅰ",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4j%aea%aa%ba%a4%e9%a5%bb%bby%a4%a4%af%c5I,http://college.kcg.gov.tw/class_file/1/2567/36-22期-姜君芳-L1-2大家的日本語中級I-406.doc
